year,GEO,UOM,variable,decile,value
88,Iran,Price of food items 1000Rials per kg ,Yogurt,1,9.487763105
88,Iran,Price of food items 1000Rials per kg ,Yogurt,4,9.688086566
88,Iran,Price of food items 1000Rials per kg ,Rice,1,15.37815075
87,Iran,Price of food items 1000Rials per kg ,Sugar,2,10.78961914
87,Iran,Price of food items 1000Rials per kg ,Chicken,2,23.70865052
87,Iran,Price of food items 1000Rials per kg ,Bread,2,2.008446706
87,Iran,Price of food items 1000Rials per kg ,Milk,2,3.734059096
87,Iran,Price of food items 1000Rials per kg ,Meat,3,69.81696522
87,Iran,Price of food items 1000Rials per kg ,Rice,3,18.12469526
87,Iran,Price of food items 1000Rials per kg ,Sugar,3,12.30117333
87,Iran,Price of food items 1000Rials per kg ,Fish,3,50.8121194
87,Iran,Price of food items 1000Rials per kg ,Yogurt,3,8.290709418
87,Iran,Price of food items 1000Rials per kg ,Chicken,3,23.93055035
87,Iran,Price of food items 1000Rials per kg ,Bread,3,1.98632054
87,Iran,Price of food items 1000Rials per kg ,Milk,3,3.842148652
87,Iran,Price of food items 1000Rials per kg ,Fruit,3,7.812049119
87,Iran,Price of food items 1000Rials per kg ,Meat,1,70.30893213
87,Iran,Price of food items 1000Rials per kg ,Chicken,1,22.8225316
87,Iran,Price of food items 1000Rials per kg ,Bread,1,1.875037308
87,Iran,Price of food items 1000Rials per kg ,Milk,1,3.449999951
87,Iran,Price of food items 1000Rials per kg ,Meat,6,70.11060552
87,Iran,Price of food items 1000Rials per kg ,Fish,6,52.20970581
87,Iran,Price of food items 1000Rials per kg ,Yogurt,6,8.51332491
87,Iran,Price of food items 1000Rials per kg ,Fruit,6,8.410370659
87,Iran,Price of food items 1000Rials per kg ,Chicken,6,24.290652
87,Iran,Price of food items 1000Rials per kg ,Bread,6,2.107187555
87,Iran,Price of food items 1000Rials per kg ,Milk,6,4.843820752
87,Iran,Price of food items 1000Rials per kg ,Meat,8,69.86838361
87,Iran,Price of food items 1000Rials per kg ,Rice,8,20.90433828
87,Iran,Price of food items 1000Rials per kg ,Sugar,8,16.76942971
87,Iran,Price of food items 1000Rials per kg ,Fish,8,51.68239682
87,Iran,Price of food items 1000Rials per kg ,Yogurt,8,8.508501738
87,Iran,Price of food items 1000Rials per kg ,Fruit,8,8.994719476
87,Iran,Price of food items 1000Rials per kg ,Chicken,8,24.68181278
87,Iran,Price of food items 1000Rials per kg ,Bread,8,2.303400661
87,Iran,Price of food items 1000Rials per kg ,Milk,8,4.652920778
87,Iran,Price of food items 1000Rials per kg ,Meat,7,69.6109683
87,Iran,Price of food items 1000Rials per kg ,Rice,7,20.06150741
87,Iran,Price of food items 1000Rials per kg ,Sugar,7,15.25143078
87,Iran,Price of food items 1000Rials per kg ,Fish,7,52.77937789
87,Iran,Price of food items 1000Rials per kg ,Yogurt,7,8.363156362
87,Iran,Price of food items 1000Rials per kg ,Fruit,7,8.572682766
87,Iran,Price of food items 1000Rials per kg ,Chicken,7,24.57687957
87,Iran,Price of food items 1000Rials per kg ,Bread,7,2.212463352
87,Iran,Price of food items 1000Rials per kg ,Milk,7,4.799350361
87,Iran,Price of food items 1000Rials per kg ,Sugar,5,13.99341542
87,Iran,Price of food items 1000Rials per kg ,Fish,5,51.94632065
87,Iran,Price of food items 1000Rials per kg ,Yogurt,5,8.538388837
87,Iran,Price of food items 1000Rials per kg ,Fruit,5,8.16571732
87,Iran,Price of food items 1000Rials per kg ,Bread,5,2.104000634
87,Iran,Price of food items 1000Rials per kg ,Meat,9,69.1559946
87,Iran,Price of food items 1000Rials per kg ,Sugar,9,18.228352
87,Iran,Price of food items 1000Rials per kg ,Fish,9,52.7078234
87,Iran,Price of food items 1000Rials per kg ,Fruit,9,9.136886376
87,Iran,Price of food items 1000Rials per kg ,Chicken,9,24.85535256
87,Iran,Price of food items 1000Rials per kg ,Bread,9,2.373690567
87,Iran,Price of food items 1000Rials per kg ,Milk,9,4.962983272
87,Iran,Price of food items 1000Rials per kg ,Rice,9,21.16126023
87,Iran,Price of food items 1000Rials per kg ,Yogurt,9,8.558502016
87,Iran,Price of food items 1000Rials per kg ,Meat,5,70.00198278
87,Iran,Price of food items 1000Rials per kg ,Milk,5,4.330385632
87,Iran,Price of food items 1000Rials per kg ,Yogurt,10,8.742294088
87,Iran,Price of food items 1000Rials per kg ,Fruit,10,9.778157845
87,Iran,Price of food items 1000Rials per kg ,Chicken,10,25.01096113
87,Iran,Price of food items 1000Rials per kg ,Milk,10,4.999044606
87,Iran,Price of food items 1000Rials per kg ,Meat,10,68.56809978
87,Iran,Price of food items 1000Rials per kg ,Rice,10,22.26161943
87,Iran,Price of food items 1000Rials per kg ,Sugar,10,20.3058708
87,Iran,Price of food items 1000Rials per kg ,Fish,10,55.51137393
87,Iran,Price of food items 1000Rials per kg ,Bread,10,2.651110039
87,Iran,Price of food items 1000Rials per kg ,Meat,2,72.54086367
87,Iran,Price of food items 1000Rials per kg ,Fish,2,50.19126997
87,Iran,Price of food items 1000Rials per kg ,Yogurt,2,8.414216415
87,Iran,Price of food items 1000Rials per kg ,Fruit,2,7.693745951
87,Iran,Price of food items 1000Rials per kg ,Meat,4,70.36099912
87,Iran,Price of food items 1000Rials per kg ,Rice,4,18.5513029
87,Iran,Price of food items 1000Rials per kg ,Sugar,4,12.99301828
87,Iran,Price of food items 1000Rials per kg ,Yogurt,4,8.29346797
87,Iran,Price of food items 1000Rials per kg ,Fruit,4,7.970436699
87,Iran,Price of food items 1000Rials per kg ,Chicken,4,23.84903928
87,Iran,Price of food items 1000Rials per kg ,Bread,4,2.067882704
87,Iran,Price of food items 1000Rials per kg ,Chicken,5,24.17590766
87,Iran,Price of food items 1000Rials per kg ,Rice,5,19.162338
87,Iran,Price of food items 1000Rials per kg ,Rice,1,15.84290153
87,Iran,Price of food items 1000Rials per kg ,Sugar,1,9.630586972
87,Iran,Price of food items 1000Rials per kg ,Yogurt,1,8.219503028
87,Iran,Price of food items 1000Rials per kg ,Fruit,1,7.235629536
87,Iran,Price of food items 1000Rials per kg ,Sugar,6,14.73704962
87,Iran,Price of food items 1000Rials per kg ,Milk,4,4.116224187
87,Iran,Price of food items 1000Rials per kg ,Rice,6,19.42430719
87,Iran,Price of food items 1000Rials per kg ,Rice,2,17.31649043
87,Iran,Price of food items 1000Rials per kg ,Fish,4,49.37856558
87,Iran,Price of food items 1000Rials per kg ,Fish,1,49.47617512
